lease_id,status,landlord,tenant,site,state,announce_date,it_mw,it_mw_evidence,gross_mw,gross_mw_evidence,term_years,term_evidence,contract_value_musd,contract_value_evidence,avg_annual_revenue_musd,annual_revenue_evidence,power_paid_by,power_evidence,fitout_paid_by,fitout_evidence,credit_support,credit_support_evidence,rfs_date,rfs_evidence,doc_id,url,notes,reason_code,deal_key,site_evidence,state_evidence,mw_unstated,mw_unstated_evidence,signed_date,signed_evidence,n_leases,credit_type,first_rfs,first_rfs_evidence
P249,EXCLUDED,"Core Scientific, Inc./tx",,,,2024-12-05,300.0,This expansion marks one of many others we intend to announce as we expand our power footprint to facilitate an additional 300 MW of critical IT load at our existing facilities,23309.0,"The Company reduced the consumption of power at its data centers on multiple occasions, delivering 23,309 megawatt hours to local electrical grids",,,,,,,,,,,,,,Self-Mining Energized Hash rate 3 . 19.3 19.7,L000162828024050075_corznovemberupdaterelease,https://www.sec.gov/Archives/edgar/data/1839341/000162828024050075/corznovemberupdaterelease.htm,REJECTED: Core Scientific monthly update or results. No new lease terms. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P250,EXCLUDED,"Core Scientific, Inc./tx",CoreWeave,,,2025-02-26,1300.0,"The Company urges investors not to rely on any single financial measure to evaluate its business. . . . 3 Approximately 1,300 MW of contracted power ~700 MW Critical IT Load1 Core Scientific is well positioned for continued growth and market leadership, delivering digital infrastructure at scale HPC Hosting | ~900 MW Bitcoin Mining | ~400 MW Optimizing operations at two sites with favorable power ",100.0,"Also includes Austin, Texas site representing 20MW gross capacity / ~18 MW critical IT load. 1 Critical IT load figures are estimates based on current engineering and design plans and are subject to change. . . . 4 Accomplishments 1 Critical IT load figures are estimates based on current engineering and design plans and are subject to change Q2Q1 Q3 Q4 Q1 . . . 5 2024 snapshot Financial (Q4) • $94",12.0,"Also includes Austin, Texas site representing 20MW gross capacity / ~18 MW critical IT load. 1 Critical IT load figures are estimates based on current engineering and design plans and are subject to change. . . . 4 Accomplishments 1 Critical IT load figures are estimates based on current engineering and design plans and are subject to change Q2Q1 Q3 Q4 Q1 . . . 5 2024 snapshot Financial (Q4) • $94",31.8,"($ Millions) . . . 17 Total Debt – December 31, 2024 -$ 39 $ 2 $ 11 $ -$ 460 $ 512 9/30/24 $ 1,124 $ 34$ 2 $ 3 $ 625 $ 460 -12/31/24 For September 30, 2024, amount represents Notes Payable Current ($17.9M) and Non-Current ($474.6M), Finance Lease Liabilities Current ($2.4M) and Non-Current ($-M), plus unamortized discount and debt issuance costs ($17.0M) For December 31, 2024, amount represents No",850.0,"For the additional 70MW expansion, Core Scientific is responsible for funding $104 million of capex ($1.5M per MW) for the powered core and shell with no capex credit associated with this new agreement. ~$850 million avg. annual run rate revenue1 Over $10 billion In revenue potential over contracts’ term ~590 MW HPC infrastructure (~800 MW gross) 2026 250MW ~590MW Cumulative infrastructure deliver",,"The Company urges investors not to rely on any single financial measure to evaluate its business. . . . 3 Approximately 1,300 MW of contracted power ~700 MW Critical IT Load1 Core Scientific is well positioned for continued growth and market leadership, delivering digital infrastructure at scale HPC Hosting | ~900 MW Bitcoin Mining | ~400 MW Optimizing operations at two sites with favorable power ",,Up to $1.5 million per HPC MW (or approximately $750 million) of data center build out costs are funded by CoreWeave and credited against hosting payments at no more than 50% of monthly fees until fully repaid,,,,,L000162828025008130_corzearningspresentation,https://www.sec.gov/Archives/edgar/data/1839341/000162828025008130/corzearningspresentation.htm,REJECTED: Core Scientific periodic report or deck. Values are totals across CoreWeave contracts or company figures. Individual contracts are in announcement rows. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P251,EXCLUDED,"Core Scientific, Inc./tx",,,,2025-02-26,,,,,,,94.9,"Total revenue was $94.9 million, as compared to $141.9 million for the same period last year",,,,"The decrease in Digital asset hosted mining gross profit was primarily due to a $23.3 million decrease in hosted mining revenue driven by the termination of contracts with several customers since 2023 in support of our shift to HPC hosting, partially offset by a 82% decrease in power costs due to lower rates and usage",,"Prepaid expenses and other current assets 42,064 24,022",,,,,L000162828025008130_q42024corescientificinc-ea,https://www.sec.gov/Archives/edgar/data/1839341/000162828025008130/q42024corescientificinc-ea.htm,REJECTED: Core Scientific monthly update or results. No new lease terms. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P252,REVIEWED,"Core Scientific, Inc./tx",CoreWeave,Denton,TX,2025-02-27,70.0,The 70 MW of expansion at the Denton site brings the full critical IT load to just over 260 MW,,,12.0,New Agreement Boosts Total Contracted Revenue to $10.2 Billion over 12-year Contract Terms,1200.0,"The new agreement brings $1.2 billion in contracted revenue across Core Scientific’s Denton TX location, solidifying Core Scientific’s position as a premier provider of application-specific data centers for HPC workloads",,,,,Landlord funds core and shell ($104M); tenant funds the rest,"Under the terms of this 70MW expansion, Core Scientific is responsible for funding $104 million of capex ($1.5M per MW) for the powered core and shell, with CoreWeave responsible for the additional capex associated with the expansion",,,,,L000162828025008312_ex991-coreweavepressrelease,https://www.sec.gov/Archives/edgar/data/1839341/000162828025008312/ex991-coreweavepressrelease.htm,"REVIEWED: Denton 70 MW expansion. it_mw 590, gross 900 and value 10200 were CoreWeave totals; corrected or cleared. | Changes: it_mw 590->70; gross_mw 900 cleared; contract_value_musd 10200->1200 | Filled from candidates: site, state, fitout_paid_by | reduce_panel: REVIEWED -> REVIEWED | decision: REVIEWED -> REVIEWED",,CORZ-CRWV-DENTON-EXP,"Core Scientific and CoreWeave Announce $1.2 Billion Expansion at Denton, TX Site","Core Scientific and CoreWeave Announce $1.2 Billion Expansion at Denton, TX Site",,,,,1,none_stated,,
P253,EXCLUDED,Applied Digital Corp.,,,,2025-04-14,,,,,,,52.9,"Total revenues in the fiscal third quarter 2025 were $52.9 million compared to $40.3 million, up 22% from the fiscal third quarter 2024",,,,,,"Prepaid expenses and other current assets 5,416 1,343",,,,Construction remains on schedule and the building will be ready for service in the second half of this calendar year,L000162828025017683_apldq325earningsrelease,https://www.sec.gov/Archives/edgar/data/1144879/000162828025017683/apldq325earningsrelease.htm,REJECTED: Applied Digital results. Lease negotiations only. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P254,EXCLUDED,"Core Scientific, Inc./tx",CoreWeave,,,2025-05-07,16.0,The Company urges investors not to rely on any single financial measure to evaluate its business. . . . 3 High-density colocation contracts deliver compelling economics and structurally higher margins compared to the mining business Sales pipeline continues to expand and includes a healthy mix of hyperscale and non-hyperscale customers Strong balance sheet provides financial flexibility to execute,100.0,"Expanding our portfolio of powered digital infrastructure Contracted power on a gross capacity basis1 Grand Forks, ND Colocation under development ~100 MW Muskogee, OK CoreWeave ~100 MW Pecos, TX ~250 MW Austin, TX CoreWeave ~20 MW Denton, TX CoreWeave ~400 MW Marble, NC CoreWeave ~100 MW Dalton, GA CoreWeave ~200 MW Auburn, AL Colocation under development ~20 MW 1 All figures are as of 3/31/25 Ca",12.0,The Company urges investors not to rely on any single financial measure to evaluate its business. . . . 3 High-density colocation contracts deliver compelling economics and structurally higher margins compared to the mining business Sales pipeline continues to expand and includes a healthy mix of hyperscale and non-hyperscale customers Strong balance sheet provides financial flexibility to execute,8700.0,The Company urges investors not to rely on any single financial measure to evaluate its business. . . . 3 High-density colocation contracts deliver compelling economics and structurally higher margins compared to the mining business Sales pipeline continues to expand and includes a healthy mix of hyperscale and non-hyperscale customers Strong balance sheet provides financial flexibility to execute,850.0,"For the additional 70 MW expansion, Core Scientific is responsible for funding $104 Million of capex ($1.5M per MW) for the powered core and shell with no capex credit associated with this new agreement. ~$850 Million avg. annual run rate revenue1 Over $10 Billion In revenue potential over contracts’ term ~590 MW infrastructure (~800 MW gross) Client pays for capex4, power and utilities 12-year co",,"Expanding our portfolio of powered digital infrastructure Contracted power on a gross capacity basis1 Grand Forks, ND Colocation under development ~100 MW Muskogee, OK CoreWeave ~100 MW Pecos, TX ~250 MW Austin, TX CoreWeave ~20 MW Denton, TX CoreWeave ~400 MW Marble, NC CoreWeave ~100 MW Dalton, GA CoreWeave ~200 MW Auburn, AL Colocation under development ~20 MW 1 All figures are as of 3/31/25 Ca",,Up to $1.5 Million per MW (or approximately $750 Million) of data center build out costs are funded by CoreWeave and credited against hosting payments at no more than 50% of monthly fees until fully repaid,,,,The Company urges investors not to rely on any single financial measure to evaluate its business. . . . 3 High-density colocation contracts deliver compelling economics and structurally higher margins compared to the mining business Sales pipeline continues to expand and includes a healthy mix of hyperscale and non-hyperscale customers Strong balance sheet provides financial flexibility to execute,L000162828025023161_exhibit992-q12025earning,https://www.sec.gov/Archives/edgar/data/1839341/000162828025023161/exhibit992-q12025earning.htm,REJECTED: Core Scientific periodic report or deck. Values are totals across CoreWeave contracts or company figures. Individual contracts are in announcement rows. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P255,EXCLUDED,"Core Scientific, Inc./tx",CoreWeave,,,2025-05-07,250.0,• On track to deliver 250MW of billable capacity to CoreWeave by the end of this year and anticipate entering 2026 with annualized colocation revenue of approximately $360 million,,,,,79.5,"Total revenue was $79.5 million, as compared to $179.3 million for the same period last year",360.0,• On track to deliver 250MW of billable capacity to CoreWeave by the end of this year and anticipate entering 2026 with annualized colocation revenue of approximately $360 million,,"The decrease in Digital asset self-mining gross profit was primarily driven by a $82.8 million decrease in self-mining revenue, the result of a 75% decrease in bitcoin mined due to the halving and the operational shift to Colocation, partially offset by a 74% increase in the average price of bitcoin and a 33% decrease in power costs due to lower rates and usage",,"Prepaid expenses and other current assets 52,789 42,064",,,,• First tranche of 8MW of billable capacity at Denton to be delivered to CoreWeave by the end of this month and an additional approximately 40MW by the end of this quarter,L000162828025023161_q12025corescientificinc-ea,https://www.sec.gov/Archives/edgar/data/1839341/000162828025023161/q12025corescientificinc-ea.htm,REJECTED: Core Scientific monthly update or results. No new lease terms. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P256,EXCLUDED,Galaxy Digital Inc.,CoreWeave,,,2025-05-28,133.0,"In March 2025, Galaxy entered into a 15-year agreement with CoreWeave to host high-performance computing and artificial intelligence infrastructure and deliver 133 MW of Critical IT Load at its Helios campus in West Texas",,,15.0,"In March 2025, Galaxy entered into a 15-year agreement with CoreWeave to host high-performance computing and artificial intelligence infrastructure and deliver 133 MW of Critical IT Load at its Helios campus in West Texas",,,,,,,,,,,,,L000162828025028003_glxy-20250527,https://www.sec.gov/Archives/edgar/data/1859392/000162828025028003/glxy-20250527.htm,CONFIRM: Galaxy registration/financial filing. Restates the March 2025 CoreWeave agreement at Helios. Possible duplicate. term was 3 (wrong); contract_value 60 not supported; cleared. | Changes: term_years 3->15; contract_value_musd 60 cleared | reduce_panel: REQUIRES HUMAN CONFIRMATION -> EXCLUDED (duplicate) | decision: EXCLUDED -> NO_TERMS: Original March 2025 announcement is not in the panel; this is the earliest restatement. | decision: NO_TERMS -> EXCLUDED (in_package): Priced in package row P323 (Helios Phases I-III).,in_package,GLXY-CRWV-HELIOS-P1,,,,,2025-03,"In March 2025, Galaxy entered into a 15-year agreement with CoreWeave to host high-performance computing and artificial intelligence infrastructure and deliver 133 MW of Critical IT Load at its Helios campus in West Texas",1,none_stated,,
P257,EXCLUDED,"Core Scientific, Inc./tx",CoreWeave,,,2025-08-08,,,,,,,78.6,"• Total revenue was $78.6 million compared to $141.1 million in the second quarter of 2024. . . . ◦ Digital asset self-mining revenue was $62.4 million, down from $110.7 million in the prior-year period",,,,,,"• Capital expenditures were $121.3 million, with $90.3 million funded by CoreWeave under the previously announced contractual agreements",,"These forward-looking statements are not intended to serve, and must not be relied on by any investor, as a guarantee, an assurance, a prediction or a definitive statement of fact or probability",,,L000162828025039283_q22025corescientificinc-ea,https://www.sec.gov/Archives/edgar/data/1839341/000162828025039283/q22025corescientificinc-ea.htm,REJECTED: Core Scientific monthly update or results. No new lease terms. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P258,EXCLUDED,"Core Scientific, Inc./tx",CoreWeave,,,2025-10-24,,,,,,,81.1,"• Total revenue was $81.1 million compared to $95.4 million in the third quarter of 2024. . . . ◦ Digital asset self-mining revenue was $57.4 million, down from $68.1 million in the prior-year period",,,,,,"• Capital expenditures were $244.5 million, $196.4 million of which were funded by CoreWeave, Inc. pursuant to its existing colocation service agreements with the Company",,"These forward-looking statements are not intended to serve, and must not be relied on by any investor, as a guarantee, an assurance, a prediction or a definitive",,,L000162828025046263_q32025corescientificinc-ea,https://www.sec.gov/Archives/edgar/data/1839341/000162828025046263/q32025corescientificinc-ea.htm,REJECTED: Core Scientific monthly update or results. No new lease terms. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P259,EXCLUDED,Telix Pharmaceuticals Ltd,,,,2026-02-19,,,,,5.0,"In certain circumstances, third parties may submit an ANDA or NDA under Section 505(b)(2) as early as the so-called “NCE-1” date that is one year before the expiry of the five-year period of New Chemical Entity exclusivity or more generally four years after NDA approval",803.8,"This expense arises from commercial inventory produced in anticipation of Zircaix approval and will be reversed upon FDA approval. $803.8M 53% $7.1M $39.5M Total Group revenue Gross margin Net loss after tax Adjusted EBITDA Up $287.2M from 2024 Reflects product mix shift to include RLS third-party sales, dose preparation, pharmacy and delivery costs Includes $22.5M in non- cash interest unwind (co",803.8,"Telix delivered annual revenue of US$803.8 million, representing 56% growth year-over-year, reflecting our strong commercial execution and global presence",,"• Acquired a pipeline of next generation therapeutic candidates, proprietary novel biologics technology platform, and protein engineering and discovery research facility from antibody engineering company ImaginAb, Inc.3 Grow our industry-leading precision medicine business • Gozellix®: Launched in the U.S. following FDA approval and reimbursement by Centers for Medicare and Medicaid Services (CMS)",,TMS North Melbourne is in the final stages of fit-out and preparing for operational readiness,,"For example, regulatory agencies may face resource constraints, causing delays in the review process, and there is no guarantee that the regulators are bound by any product development or regulatory advice offered earlier in the review process",,"Food and Drug Administration (""FDA"") approval and reimbursement for Gozellix®, launched new clinical programs, and delivered clinical data across multiple therapeutic programs",L000162828026009887_a20260220appendix4eand20,https://www.sec.gov/Archives/edgar/data/2007191/000162828026009887/a20260220appendix4eand20.htm,REJECTED: Telix Pharmaceuticals report. No lease. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P260,EXCLUDED,"Core Scientific, Inc./tx",CoreWeave,,,2026-03-02,1500.0,"( NASDAQ: CORZ ), a leader in digital infrastructure for high-density colocation services, today announced financial results for the fourth quarter of 2025. . . . “We’re now past the halfway point on our existing builds and scaling our colocation platform into a 1.5 gigawatt pipeline of leasable capacity,” said Adam Sullivan, Chief Executive Officer of Core Scientific. “With a multi-geography foot",430.0,"• New Top-market Site : Announced an agreement to expand into Hunt County, Texas, which is expected to support ~430 MW of gross power capacity, with an approved ERCOT interconnection ramp schedule",,,79.8,"• Total revenue was $79.8 million compared to $94.9 million in the fourth quarter of 2024. . . . ◦ Colocation revenue was $31.3 million, up from $8.5 million in the fourth quarter of 2024",,,,,,"• Capital expenditures were $279.2 million, $226.2 million of which were funded by CoreWeave, Inc. pursuant to its existing colocation service agreements with the Company",,"These forward-looking statements are not intended to serve, and must not be relied on by any investor, as a guarantee, an assurance, a prediction or a definitive statement of fact or probability",,"• Continued Execution on CoreWeave Contract: To date, energized ~350 MW of power and remain on track to deliver ~590 MW by early 2027",L000162828026013214_q42025corescientificinc-ea,https://www.sec.gov/Archives/edgar/data/1839341/000162828026013214/q42025corescientificinc-ea.htm,REJECTED: Core Scientific periodic report or deck. Values are totals across CoreWeave contracts or company figures. Individual contracts are in announcement rows. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P261,EXCLUDED,"Core Scientific, Inc./tx",CoreWeave,,,2026-03-02,1500.0,"By the end of 2028, we expect every megawatt in our portfolio to be dedicated to colocation to support artificial intelligence-related workloads and next generation colocation services. $8.6B FULLY DILUTED MARKET CAP* 7 STATES ~1.5 GW $10B+ IN LEASABLE POWER PIPELINE IN CONTRACTED REVENUE ACROSS OUR FOOTPRINT *Based on stock price as of February 27, 2026, close and fully diluted share count of ~50",590.0,"CoreWeave Relationship Overview 11 . . . 12 CoreWeave is contracted for ~590 MW of leased customer power capacity across 5 of our sites Denton, TX Leased power: ~260MW Dalton, GA Leased power: ~175MW Muskogee, OK Leased power: ~70MW Marble, NC Leased power: ~65MW Austin, TX Leased power: ~20MW Total leased power ~590 MW . . . 13 Contract summary ~590MW infrastructure ~800MW gross $10B+ in revenue ",12.0,Investment Highlights Established expertise 150+ years of combined data center leadership experience Attractive business model Demand & growth visibility A leading North American AI compute infrastructure developer in the last decade 5+ years owning data centers with dedicated tier III GPU hosting abilities Colocation contracts deliver compelling economics and strong margins Strong balance sheet p,10000.0,"By the end of 2028, we expect every megawatt in our portfolio to be dedicated to colocation to support artificial intelligence-related workloads and next generation colocation services. $8.6B FULLY DILUTED MARKET CAP* 7 STATES ~1.5 GW $10B+ IN LEASABLE POWER PIPELINE IN CONTRACTED REVENUE ACROSS OUR FOOTPRINT *Based on stock price as of February 27, 2026, close and fully diluted share count of ~50",10000.0,Investment Highlights Established expertise 150+ years of combined data center leadership experience Attractive business model Demand & growth visibility A leading North American AI compute infrastructure developer in the last decade 5+ years owning data centers with dedicated tier III GPU hosting abilities Colocation contracts deliver compelling economics and strong margins Strong balance sheet p,,,,Up to $1.5 Million per MW (or approximately $750 Million) of data center build out costs are funded by CoreWeave and credited against hosting payments at no more than 50% of monthly fees until fully repaid,,"These forward- looking statements are not intended to serve, and must not be relied on by any investor, as a guarantee, an assurance, a prediction or a definitive statement of fact or probability",,Investment Highlights Established expertise 150+ years of combined data center leadership experience Attractive business model Demand & growth visibility A leading North American AI compute infrastructure developer in the last decade 5+ years owning data centers with dedicated tier III GPU hosting abilities Colocation contracts deliver compelling economics and strong margins Strong balance sheet p,L000162828026013214_q4fy25earningsdeckvfinal,https://www.sec.gov/Archives/edgar/data/1839341/000162828026013214/q4fy25earningsdeckvfinal.htm,REJECTED: Core Scientific periodic report or deck. Values are totals across CoreWeave contracts or company figures. Individual contracts are in announcement rows. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P262,EXCLUDED,Shell plc,Google,,,2026-03-12,,,31000.0,"Unprecedented voltage spikes and operational failures in the Iberian grid caused Europe's largest blackout in two decades, triggering 31 GW of load to be disconnected and leading to the deaths of seven people",4.0,"Following the US tariff announcement, Brent dropped by over $10/bbl to touch a four-year low of just above $60/bbl in early May 2025",22000.0,Outcomes and impacts for our stakeholders [A] More value Cash flow from operating activities ($ billion): 43 2024: 55 Free cash flow* ($ billion): 26 2024: 40 Shareholder distributions* [F] ($ billion): 22 2024: 23 Adjusted Earnings* ($ billion): 19 2024: 24 Less emissions Absolute emissions (Scope 1 and 2 – million tonnes of CO2 equivalent): 53 2024: 58 | 2016: 83 Net carbon intensity (grams of C,21000.0,"We plan cash capital expenditure* within the range of $20--22 billion per year between 2025 and 2028, with $21 billion in 2025",,"LNG Canada halves shipment times to Asian markets compared with cargoes from the Gulf of America, which must pass through the Panama Canal, a potential choke point, to reach the Pacific Ocean and Asia",,,,"(CAGR) normalised free cash flow per share growth, through to 2030* [B] Progressive dividend 4% annual increase [C] Capital reallocation ≥10% ROACE* across segments [D] Balance sheet Maintain strong investment grade rating through the cycle [A] [A] Measured across business cycles under varying economic and market conditions. [B] On a compound annual growth rate (CAGR) basis. [C] Subject to Board a",,"Even as energy systems change, global economic growth depends on supply that is available, reliable and delivered at scale",L000162828026017027_shellannualreportandacco,https://www.sec.gov/Archives/edgar/data/1306965/000162828026017027/shellannualreportandacco.htm,REJECTED: Shell annual report. No data-center lease. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P263,EXCLUDED,"Core Scientific, Inc./tx",,,,2026-04-27,1500.0,"(Nasdaq: CORZ) (“Core Scientific” or the “Company”), a leader in digital infrastructure for high-density colocation (“HDC”), today announced a multi-tiered strategy to scale its Pecos, Texas campus to approximately 1.5 gigawatts (“GW”) of gross power, or approximately 1.0 GW of leasable power",1500.0,"EX-99.1 2 exhibit991-pecosexpansio.htm EX-99.1 exhibit991-pecosexpansio Core Scientific Plans Expansion to 1.5 Gigawatts of Gross Power at Pecos, Texas Campus AUSTIN, Texas, April 27, 2026 – Core Scientific, Inc",,,,,,,,,,,,"These forward-looking statements are not intended to serve, and must not be relied on by any investor, as a guarantee, an assurance, a prediction or a definitive statement of fact or probability",,,L000162828026027645_exhibit991-pecosexpansio,https://www.sec.gov/Archives/edgar/data/1839341/000162828026027645/exhibit991-pecosexpansio.htm,REJECTED: Core Scientific site-expansion release. Plans only; no new lease terms. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P264,EXCLUDED,"Core Scientific, Inc./tx",Nvidia,,,2026-05-06,1500.0,"(Nasdaq: CORZ) (“Core Scientific” or the “Company”), a leader in digital infrastructure for high-density colocation (“HDC”), today announced a multi-tiered strategy to scale its Muskogee, Oklahoma campus to approximately 1.5 gigawatt (“GW”) of gross power, or approximately 1.0 GW of leasable power",1500.0,"EX-99.1 3 exhibit991polarispressre.htm EX-99.1 exhibit991polarispressre Core Scientific Plans Expansion to 1.5 Gigawatts of Gross Power at Muskogee, Oklahoma Campus AUSTIN, Texas, May 6, 2026 – Core Scientific, Inc",,,,,,,,,,,,"These forward-looking statements are not intended to serve, and must not be relied on by any investor, as a guarantee, an assurance, a prediction or a definitive statement of fact or probability",,,L000162828026030918_exhibit991polarispressre,https://www.sec.gov/Archives/edgar/data/1839341/000162828026030918/exhibit991polarispressre.htm,REJECTED: Core Scientific site-expansion release. Plans only; no new lease terms. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P265,EXCLUDED,"Core Scientific, Inc./tx",CoreWeave,,,2026-05-06,,,4500.0,"• Expanded the Company’s total gross power capacity pipeline to 4.5 GW, including planned 1.5 GW expansions at each of the Company’s Muskogee, Oklahoma and Pecos, Texas campuses",,,115.2,"• Total revenue was $115.2 million compared to $79.5 million in the first quarter of 2025. . . . ◦ Colocation revenue was $77.5 million, up from $8.6 million in the first quarter of 2025, driven by incremental billable customer power capacity delivered to our customer during the quarter. . . . ◦ Digital asset self-mining revenue was $30.1 million, down from $67.2 million in the first quarter of 20",350.0,"• Billing for 243 MW of capacity, representing approximately $350 million in average annualized colocation GAAP revenue",,,,"• Capital expenditures were $389.2 million, $129.9 million of which were funded by CoreWeave, Inc. pursuant to its existing colocation service agreements with the Company",,"These forward-looking statements are not intended to serve, and must not be relied on by any investor, as a guarantee, an assurance, a prediction or a definitive statement of fact or probability",,"• Total revenue was $115.2 million compared to $79.5 million in the first quarter of 2025. . . . ◦ Colocation revenue was $77.5 million, up from $8.6 million in the first quarter of 2025, driven by incremental billable customer power capacity delivered to our customer during the quarter. . . . ◦ Digital asset self-mining revenue was $30.1 million, down from $67.2 million in the first quarter of 20",L000162828026031246_q12026corescientificinc-ea,https://www.sec.gov/Archives/edgar/data/1839341/000162828026031246/q12026corescientificinc-ea.htm,REJECTED: Core Scientific Q1 2026 results/deck. Portfolio totals only. | reduce_panel: REJECTED -> EXCLUDED (portfolio_total),portfolio_total,,,,,,,,,,,
P266,EXCLUDED,"Core Scientific, Inc./tx",CoreWeave,,,2026-05-06,3000.0,"FULLY DILUTED MARKET CAP* 7 STATES ~3.0 GW $10B+ IN TOTAL LEASABLE CUSTOMER POWER PIPELINE IN CONTRACTED REVENUE ACROSS OUR FOOTPRINT *Based on stock price as of May 5, 2026, close and fully diluted share count of ~505 million $11.2B . . . 4 Integrated Colocation Platform Site & Infrastructure Access Delivery & Build Execution Operations & Scalable Growth 1 Identify, evaluate, and secure sites wit",300.0,"Peers include TeraWulf, Cipher, Galaxy, Applied Digital, Hut 8, Iren . . . 8 Pecos, TX & Muskogee, OK Planned Expansions Pecos, TX Anticipated Power Details ~300 MW CURRENT AVAILABLE POWER ~300 MW ADDITIONAL GRID- CONNECTED UTILITY POWER 1 + + Behind-the-Meter = ~1.5 GW TOTAL GROSS POWER CAPACITY POTENTIAL Muskogee, OK Anticipated Power Details ~100 MW CURRENT AVAILABLE POWER TIED TO THE COREWEAVE",12.0,Investment Highlights Established expertise 150+ years of combined data center leadership experience Attractive business model Demand & growth visibility A leading North American AI compute infrastructure developer in the last decade 5+ years owning data centers with dedicated tier III GPU hosting abilities Colocation contracts deliver compelling economics and strong margins Strong balance sheet p,10000.0,"FULLY DILUTED MARKET CAP* 7 STATES ~3.0 GW $10B+ IN TOTAL LEASABLE CUSTOMER POWER PIPELINE IN CONTRACTED REVENUE ACROSS OUR FOOTPRINT *Based on stock price as of May 5, 2026, close and fully diluted share count of ~505 million $11.2B . . . 4 Integrated Colocation Platform Site & Infrastructure Access Delivery & Build Execution Operations & Scalable Growth 1 Identify, evaluate, and secure sites wit",10000.0,Investment Highlights Established expertise 150+ years of combined data center leadership experience Attractive business model Demand & growth visibility A leading North American AI compute infrastructure developer in the last decade 5+ years owning data centers with dedicated tier III GPU hosting abilities Colocation contracts deliver compelling economics and strong margins Strong balance sheet p,,"Natural gas source Land Air permit area Friendly regulatory environment Timing ~24 months to come online, generally faster than waiting for grid-interconnection queues Cost Does not greatly impact cost / MW, PPA structured deals mitigate the capital required to build out through the pass through of power costs . . . 10 Financing and CapEx Overview Recently Secured Financing Senior Secured Notes $3",,"Natural gas source Land Air permit area Friendly regulatory environment Timing ~24 months to come online, generally faster than waiting for grid-interconnection queues Cost Does not greatly impact cost / MW, PPA structured deals mitigate the capital required to build out through the pass through of power costs . . . 10 Financing and CapEx Overview Recently Secured Financing Senior Secured Notes $3",,"These forward- looking statements are not intended to serve, and must not be relied on by any investor, as a guarantee, an assurance, a prediction or a definitive statement of fact or probability",,Investment Highlights Established expertise 150+ years of combined data center leadership experience Attractive business model Demand & growth visibility A leading North American AI compute infrastructure developer in the last decade 5+ years owning data centers with dedicated tier III GPU hosting abilities Colocation contracts deliver compelling economics and strong margins Strong balance sheet p,L000162828026031246_q1fy26earningsdeck,https://www.sec.gov/Archives/edgar/data/1839341/000162828026031246/q1fy26earningsdeck.htm,REJECTED: Core Scientific Q1 2026 results/deck. Portfolio totals only. | reduce_panel: REJECTED -> EXCLUDED (portfolio_total),portfolio_total,,,,,,,,,,,
